class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.5581395348837209,Spv,True,True,pca,None,1,1024,prajjwal1/bert-tiny,180
two-classes,0.5813953488372093,Spv,True,True,umap,None,1,1024,prajjwal1/bert-tiny,180
two-classes,0.6976744186046512,Spv,True,True,pca,None,3,1024,prajjwal1/bert-tiny,180
two-classes,0.7441860465116279,Spv,True,True,umap,None,3,1024,prajjwal1/bert-tiny,180
two-classes,0.627906976744186,Spv,True,True,pca,None,5,1024,prajjwal1/bert-tiny,180
two-classes,0.6511627906976745,Spv,True,True,umap,None,5,1024,prajjwal1/bert-tiny,180
two-classes,0.6744186046511628,Spv,True,True,pca,None,7,1024,prajjwal1/bert-tiny,180
two-classes,0.7209302325581395,Spv,True,True,umap,None,7,1024,prajjwal1/bert-tiny,180
two-classes,0.7441860465116279,Spv,True,True,pca,None,9,1024,prajjwal1/bert-tiny,180
two-classes,0.5813953488372093,Spv,True,True,umap,None,9,1024,prajjwal1/bert-tiny,180
two-classes,0.6744186046511628,Spv,True,True,pca,None,11,1024,prajjwal1/bert-tiny,180
two-classes,0.5348837209302325,Spv,True,True,umap,None,11,1024,prajjwal1/bert-tiny,180
two-classes,0.7209302325581395,Spv,True,True,pca,None,13,1024,prajjwal1/bert-tiny,180
two-classes,0.6511627906976745,Spv,True,True,umap,None,13,1024,prajjwal1/bert-tiny,180
two-classes,0.7209302325581395,Spv,True,True,pca,None,15,1024,prajjwal1/bert-tiny,180
two-classes,0.5813953488372093,Spv,True,True,umap,None,15,1024,prajjwal1/bert-tiny,180
two-classes,0.6511627906976745,Spv,True,False,None,None,75,1024,prajjwal1/bert-tiny,180
two-classes,0.7441860465116279,Spv,False,True,pca,None,1,1024,prajjwal1/bert-tiny,180
two-classes,0.5813953488372093,Spv,False,True,umap,None,1,1024,prajjwal1/bert-tiny,180
two-classes,0.7209302325581395,Spv,False,True,pca,None,3,1024,prajjwal1/bert-tiny,180
two-classes,0.5348837209302325,Spv,False,True,umap,None,3,1024,prajjwal1/bert-tiny,180
two-classes,0.7441860465116279,Spv,False,True,pca,None,5,1024,prajjwal1/bert-tiny,180
two-classes,0.5348837209302325,Spv,False,True,umap,None,5,1024,prajjwal1/bert-tiny,180
two-classes,0.6976744186046512,Spv,False,True,pca,None,7,1024,prajjwal1/bert-tiny,180
two-classes,0.5116279069767442,Spv,False,True,umap,None,7,1024,prajjwal1/bert-tiny,180
two-classes,0.8604651162790697,Spv,False,True,pca,None,9,1024,prajjwal1/bert-tiny,180
two-classes,0.6744186046511628,Spv,False,True,umap,None,9,1024,prajjwal1/bert-tiny,180
two-classes,0.813953488372093,Spv,False,True,pca,None,11,1024,prajjwal1/bert-tiny,180
two-classes,0.6744186046511628,Spv,False,True,umap,None,11,1024,prajjwal1/bert-tiny,180
two-classes,0.8604651162790697,Spv,False,True,pca,None,13,1024,prajjwal1/bert-tiny,180
two-classes,0.4883720930232558,Spv,False,True,umap,None,13,1024,prajjwal1/bert-tiny,180
two-classes,0.813953488372093,Spv,False,True,pca,None,15,1024,prajjwal1/bert-tiny,180
two-classes,0.5348837209302325,Spv,False,True,umap,None,15,1024,prajjwal1/bert-tiny,180
two-classes,0.813953488372093,Spv,False,False,None,None,72,1024,prajjwal1/bert-tiny,180
